id,function_name,codeFunctions,originalComment,codeComment
1321,log_reader_thread,"def log_reader_thread(log_file):
    
    try:
        with open(log_file, ""r"", encoding=""utf-8"") as f:
            # Move to the end of file
            f.seek(0, 2)

            while not STOP_LOG_THREAD.is_set():
                line = f.readline()
                if line:
                    LOG_QUEUE.put(line)  # Add to conversation record queue
                else:
                    # No new lines, wait for a short time
                    time.sleep(0.1)
    except Exception as e:
        logging.error(f""Log reader thread error: {str(e)}"")",Background thread that continuously reads the log file and adds new lines to the queue,"Monitors log file for new entries, adding them to a processing queue."
1322,get_node,"def get_node(self, node_id: UUID) -> DagNode:
        
        for node in self.nodes:
            if node.id == node_id:
                return node
        raise ValueError(f""Node with ID {node_id} not found"")",Get a node by ID.,"Retrieve a node by its unique identifier from a collection, raising an error if not found."
1323,check_correctness,"def check_correctness(problem, generation):
    
    try:
        return run_test_with_timeout(problem, generation)
    except timeout_decorator.TimeoutError:
        print(""Test execution timed out"")
        return False
    except Exception as e:
        print(f""Error in check_correctness: {e}"")
        return False",Check if the code is correct.,Evaluate solution validity with timeout and error handling.
1324,_get_default_states,"def _get_default_states(self):
        
        return [
            {
                self.env.handler.robot.name: {
                    ""dof_pos"": {j: 0.0 for j in self.env.handler.robot.joint_limits.keys()},
                    ""pos"": torch.tensor([0.0, 0.0, 0.0]),
                    ""rot"": torch.tensor([1.0, 0.0, 0.0, 0.0]),
                }
            }
            for _ in range(self.num_envs)
        ]",Generate default reset states,Initialize default robot states with zero positions and identity rotation for multiple environments.
1325,map_env_action_to_agent_action,"def map_env_action_to_agent_action(self, env_action_idx: int) -> str:
        
        # Try adapter's mapping first (which should be loaded from game_env_config.json)
        if env_action_idx in self.adapter.action_idx_to_move:
            return self.adapter.action_idx_to_move[env_action_idx]
        # Fallback to environment's internal generation
        if env_action_idx in self.env_action_idx_to_move:
            return self.env_action_idx_to_move[env_action_idx]
        return f""action_index_{env_action_idx}""",Maps an internal environment action index to its string representation.,Map environment action index to agent's action using adapter or fallback.
1326,handle_export_tracker,"def handle_export_tracker(args: argparse.Namespace) -> int:
    
    try:
        export_result_path_or_msg = export_tracker(args.tracker_file, args.format, args.output)
        if export_result_path_or_msg.startswith(""Error:""):
            print(export_result_path_or_msg); return 1
        print(f""Tracker exported to {export_result_path_or_msg}""); return 0
    except Exception as e_export: logger.exception(f""Error export_tracker: {e_export}""); print(f""Error: {e_export}""); return 1",Handle the export-tracker command.,"Handles tracker export, logging errors, and returning status code"
1327,_process_custom_functions,"def _process_custom_functions(self, functions: List[Callable]) -> Dict[str, Callable]:
        
        function_map = {}
        for func in functions:
            if not callable(func):
                raise ValueError(f""Provided function {func} is not callable"")

            name = getattr(func, ""__name__"", None)
            if not name:
                raise ValueError(f""Function {func} must have a __name__ attribute"")

            # Add metadata if missing
            if not func.__doc__:
                func.__doc__ = f""Execute {name} operation""
                logger.warning(f""Added default docstring to function: {name}"")

            function_map[name] = func
            logger.info(f""Registered custom function: {name}"")

        # Ensure print_answer is always present
        if ""print_answer"" not in function_map:
            function_map[""print_answer""] = self._create_print_answer()
            logger.info(""Added default print_answer function"")

        return function_map",Process user-provided functions with validation.,"Validate and register custom functions, ensuring metadata and default operations."
1328,process_user_data,"def process_user_data(users: list[User], include_inactive: bool = False, transform_func: callable | None = None) -> dict[str, Any]:
    
    result: dict[str, Any] = {""users"": [], ""total"": 0, ""admin_count"": 0}

    for user in users:
        if transform_func:
            user_data = transform_func(user.to_dict())
        else:
            user_data = user.to_dict()

        result[""users""].append(user_data)
        result[""total""] += 1

        if ""admin"" in user.roles:
            result[""admin_count""] += 1

    return result",Process user data with optional transformations.,"Aggregate and transform user data, optionally including inactive users."
1329,_generate_generic_name,"def _generate_generic_name(self, statement: ValidatedStatement) -> str:
        
        command = statement.command.value.lower()
        schema = statement.schema_name.lower() if statement.schema_name else ""public""
        object_type = statement.object_type.lower() if statement.object_type else ""object""

        name = f""{command}_{schema}_{object_type}""
        return self.sanitize_name(name)",Generate a name for other statement types.,"Create a sanitized name by combining command, schema, and object type."
1330,send_sonic,"def send_sonic(agent, **kwargs):
    
    try:
        to_address = kwargs.get(""to_address"")
        amount = float(kwargs.get(""amount""))

        # Direct passthrough to connection method - add your logic before/after this call!
        agent.connection_manager.connections[""sonic""].transfer(
            to_address=to_address,
            amount=amount
        )
        return

    except Exception as e:
        logger.error(f""Failed to send $S: {str(e)}"")
        return None",Send $S tokens to an address.,Function facilitates a secure transfer of funds using a specified connection method.
1331,load_source_dataset,"def load_source_dataset(config: Dict[str, Any]) -> datasets.Dataset:
    
    try:
        dataset = datasets.load_dataset(
            config[""name""],
            config.get(""subset"")
        )
        return dataset
    except Exception as e:
        print(f""Error loading dataset {config['name']}: {str(e)}"")
        return None",Load a source dataset with error handling,"Load a dataset using configuration parameters, handling errors gracefully."
1332,import_modules_from_path,"def import_modules_from_path(path: str) -> None:
    
    path = os.path.abspath(os.path.normpath(path))
    importlib.invalidate_caches()
    tmp = path.rsplit(os.sep, 1)
    if len(tmp) == 1:
        module_path = "".""
        package_name = tmp[0]
    else:
        module_path, package_name = tmp
    append_python_path(module_path)
    # Import at top level
    module = importlib.import_module(package_name)
    path = list(getattr(module, ""__path__"", []))
    path_string = """" if not path else path[0]
    # walk_packages only finds immediate children, so need to recurse.
    for module_finder, name, _ in pkgutil.walk_packages(path):
        # Sometimes when you import third-party libraries that are on your path,
        # `pkgutil.walk_packages` returns those too, so we need to skip them.
        if path_string and module_finder.path != path_string:
            continue
        # subpackage = f""{package_name}.{name}""
        subpackage = f""{path_string}/{name}""

        import_modules_from_path(subpackage)",Import all submodules under the given package.,Recursively import all modules from a specified directory path using dynamic path adjustments.
