id,function_name,codeFunctions,originalComment,codeComment
1907,_compute_in_batch_neg_loss,"def _compute_in_batch_neg_loss(self, q_reps, p_reps, teacher_targets=None, compute_score_func=None, **kwargs):
        

        if compute_score_func is None:
            scores = self.compute_score(q_reps, p_reps) # (batch_size, batch_size * group_size)
        else:
            scores = compute_score_func(q_reps, p_reps, **kwargs)   # (batch_size, batch_size * group_size)

        if teacher_targets is not None:
            # compute kd loss
            if self.kd_loss_type == ""kl_div"":
                student_scores = self.get_local_score(q_reps, p_reps, scores) # (batch_size, group_size)

                loss = self.distill_loss(self.kd_loss_type, teacher_targets, student_scores, group_size)

                idxs = torch.arange(q_reps.size(0), device=q_reps.device, dtype=torch.long)
                loss += self.compute_loss(scores, targets)
            elif self.kd_loss_type == ""m3_kd_loss"":
                loss = self.distill_loss(self.kd_loss_type, teacher_targets, scores, group_size)
            else:
                raise ValueError(f""Invalid kd_loss_type: {self.kd_loss_type}"")
        else:
            idxs = torch.arange(q_reps.size(0), device=q_reps.device, dtype=torch.long)
            targets = idxs * group_size # (batch_size)
            loss = self.compute_loss(scores, targets)

        return scores, loss",Compute loss when only using in-batch negatives,???Calculate negative loss using batch representations and optional teacher targets.???
1908,get_settings_file_path,"def get_settings_file_path(app_name: str) -> pathlib.Path:
    
    if app_name not in KNOWN_APP_TYPES:
        # Log a warning but allow for potential future app types
        settings_logger.warning(f""Requested settings file for unknown app type: {app_name}"")
    return SETTINGS_DIR / f""{app_name}.json""",Get the path to the settings file for a specific app.,???Determine settings file path for given application name???
1909,_get_recommendation_reason,"def _get_recommendation_reason(self, similarity: float) -> str:
        
        if similarity >= 0.8:
            return f""The component is highly similar (score: {similarity:.2f}) to the request. Reuse as-is for efficiency.""
        elif similarity >= 0.4:
            return f""The component is moderately similar (score: {similarity:.2f}) to the request. Evolve it to better match the requirements.""
        return f""No sufficiently similar component found (best score: {similarity:.2f}). Create a new component.""",Get a reason for the recommendation.,???Determine recommendation rationale based on component similarity score.???
1910,validate_log_level,"def validate_log_level(cls, v):
        
        valid_levels = [""DEBUG"", ""INFO"", ""WARNING"", ""ERROR"", ""CRITICAL""]
        if v.upper() not in valid_levels:
            raise ValueError(f""log_level must be one of {', '.join(valid_levels)}"")
        return v.upper()",Ensure log_level is valid.,???Ensure log level is valid by checking against predefined levels???
1911,_render_template,"def _render_template(self, template_str, context):
        
        if not template_str:
            return """"
            
        try:
            template = Template(template_str)
            return template.render(**context)
        except Exception as e:
            print(f""Error rendering template: {e}"")
            return template_str",Render a template with the given context,"???Renders a template string with context, handling errors gracefully.???"
1912,json_schema_from_json,"def json_schema_from_json(data: dict[str, Any]) -> dict[str, Any]:
    

    builder: SchemaBuilder = SchemaBuilder()
    builder.add_object(data)  # pyright: ignore[reportUnknownMemberType]
    schema = builder.to_schema()  # pyright: ignore[reportUnknownVariableType]
    schema.pop(""$schema"", None)  # pyright: ignore[reportUnknownMemberType]
    schema = strip_metadata(schema, keys={""required""})
    return streamline_schema(schema)",Build a JSON schema from a JSON object.,???Convert JSON data into a streamlined JSON schema representation.???
1913,extract_sound,"def extract_sound(
    vid_input: str,
    output_temp_dir: str = TEMP_VIDEO_FRAMES_DIR,
):
    
    if Path(vid_input).suffix == "".gif"":
        print(""Sound extracting process has passed because gif has no sound"")
        return None

    os.makedirs(output_temp_dir, exist_ok=True)
    output_path = os.path.join(output_temp_dir, ""sound.mp3"")

    command = [
        'ffmpeg',
        '-loglevel', 'error',
        '-y',  # Enable overwriting
        '-i', vid_input,
        '-vn',
        output_path
    ]

    try:
        subprocess.run(command, check=True)
    except subprocess.CalledProcessError as e:
        print(f""Warning: Failed to extract sound from the video: {e}"")

    return output_path",Extract audio from a video file and save it as a separate sound file.,"???Extracts audio from video files, excluding GIFs, using ffmpeg.???"
1914,_get_data_file_preprocessing_code,"def _get_data_file_preprocessing_code(file: File) -> Optional[str]:
  

  def _get_normalized_file_name(file_name: str) -> str:
    var_name, _ = os.path.splitext(file_name)
    # Replace non-alphanumeric characters with underscores
    var_name = re.sub(r'[^a-zA-Z0-9_]', '_', var_name)

    # If the filename starts with a digit, prepend an underscore
    if var_name[0].isdigit():
      var_name = '_' + var_name
    return var_name

  if file.mime_type not in _DATA_FILE_UTIL_MAP:
    return

  var_name = _get_normalized_file_name(file.name)
  loader_code = _DATA_FILE_UTIL_MAP[file.mime_type].loader_code_template.format(
      filename=file.name
  )
  return f",Returns the code to explore the data file.,???Generate preprocessing code for data files based on their type and name.???
1915,_get_name_node,"def _get_name_node(self) -> TSNode:
        
        for child in self.ts_node.children:
            # =====[ Identifier ]=====
            # Just `@dataclass` etc.
            if child.type == ""identifier"":
                return child

            # =====[ Attribute ]=====
            # e.g. `@a.b`
            elif child.type == ""member_expression"":
                return child

            # =====[ Call ]=====
            # e.g. `@a.b()`
            elif child.type == ""call_expression"":
                func = child.child_by_field_name(""function"")
                return func

        msg = f""Could not find decorator name within {self.source}""
        raise ValueError(msg)",Returns the name of the decorator.,"???Extracts decorator name node from syntax tree, raising error if not found.???"
1916,convert_to_pytest_fixtures,"def convert_to_pytest_fixtures(file):
    
    print(f""🔍 Processing file: {file.filepath}"")

    if not any(imp.name == ""pytest"" for imp in file.imports):
        file.add_import(""import pytest"")
        print(f""➕ Added pytest import to {file.filepath}"")

    for cls in file.classes:
        setup_method = cls.get_method(""setUp"")
        if setup_method:
            fixture_name = f""setup_{cls.name.lower()}""
            fixture_body = ""\n"".join([line.replace(""self."", """") for line in setup_method.body.split(""\n"")])
            fixture_code = f

            model_class = ""Character"" if ""Character"" in cls.name else ""Castle""

            for method in cls.methods:
                if method.name == ""setUp"":
                    method.insert_before(fixture_code)
                    print(f""🔧 Created fixture {fixture_name} for class {cls.name}"")
                elif method.name.startswith(""test_""):
                    new_signature = f""def {method.name}({fixture_name}, {model_class}):""
                    method_body = ""\n"".join([line.replace(""self."", """") for line in method.source.split(""\n"")[1:]])
                    method.edit(f""{new_signature}\n{method_body}"")
                    print(f""🔄 Updated test method {method.name} signature and removed self references"")
            setup_method.remove()
            print(f""🗑️ Removed setUp method from class {cls.name}"")",Converts unittest setUp methods to pytest fixtures and updates test methods,???Transform unittest setup methods into pytest fixtures and update test method signatures accordingly.???
